 -120.000000  -120.000000  -120.000000     1.559084     2.843232     2.051811
 -120.000000  -120.000000   -80.000000     2.315656     3.751912     0.722602
 -120.000000  -120.000000   -40.000000     2.196542     3.765938    -0.848266
 -120.000000  -120.000000     0.000000     1.686352     2.920142    -2.374084
 -120.000000  -120.000000    40.000000     0.960164     1.307219    -2.544984
 -120.000000  -120.000000    80.000000     0.059251    -0.016859    -1.673707
 -120.000000   -80.000000  -120.000000     0.942264     1.362864     0.314456
 -120.000000   -80.000000   -80.000000     0.822447     1.348711    -1.503198
 -120.000000   -80.000000   -40.000000     0.431666     0.439006    -2.622030
 -120.000000   -80.000000     0.000000    -0.645208    -0.853597    -3.131347
 -120.000000   -80.000000    40.000000    -1.400711    -2.129194    -2.167893
 -120.000000   -80.000000    80.000000    -1.672896    -2.686476    -0.659687
 -120.000000   -40.000000  -120.000000    -0.382150    -0.583316     0.072959
 -120.000000   -40.000000   -80.000000    -0.718374    -1.498195    -1.528556
 -120.000000   -40.000000   -40.000000    -1.588223    -3.021995    -1.599496
 -120.000000   -40.000000     0.000000    -2.422972    -4.398475    -0.783214
 -120.000000   -40.000000    40.000000    -2.811692    -4.878213     0.928518
 -120.000000   -40.000000    80.000000    -2.437002    -4.126116     2.351094
 -120.000000     0.000000  -120.000000    -1.191888    -2.419337     1.200558
 -120.000000     0.000000   -80.000000    -2.026134    -3.823919     0.835745
 -120.000000     0.000000   -40.000000    -2.811856    -5.167876     1.747745
 -120.000000     0.000000     0.000000    -3.071999    -5.502844     3.404652
 -120.000000     0.000000    40.000000    -2.966108    -5.186467     4.869060
 -120.000000     0.000000    80.000000    -2.055348    -3.844923     5.944229
 -120.000000    40.000000  -120.000000    -1.725520    -2.877503     3.396647
 -120.000000    40.000000   -80.000000    -2.532040    -4.330732     4.367366
 -120.000000    40.000000   -40.000000    -2.707285    -4.827838     5.898630
 -120.000000    40.000000     0.000000    -2.517714    -4.373135     7.531885
 -120.000000    40.000000    40.000000    -1.728516    -3.082395     8.238352
 -120.000000    40.000000    80.000000    -0.904635    -1.514754     8.095358
 -120.000000    80.000000  -120.000000    -1.179503    -2.222038     5.559120
 -120.000000    80.000000   -80.000000    -1.507771    -2.671135     7.165592
 -120.000000    80.000000   -40.000000    -1.265210    -2.273118     8.923187
 -120.000000    80.000000     0.000000    -0.455285    -0.995741     9.810779
 -120.000000    80.000000    40.000000     0.347458     0.437051     9.405452
 -120.000000    80.000000    80.000000     0.916571     1.539844     8.037687
  -80.000000  -120.000000  -120.000000    -0.505882     3.311301     1.939837
  -80.000000  -120.000000   -80.000000    -0.804059     4.275950     0.874885
  -80.000000  -120.000000   -40.000000    -0.574316     4.357974    -0.877662
  -80.000000  -120.000000     0.000000    -0.422625     3.332455    -2.244711
  -80.000000  -120.000000    40.000000    -0.338748     1.648642    -2.560332
  -80.000000  -120.000000    80.000000     0.047636     0.215474    -1.764612
  -80.000000   -80.000000  -120.000000    -0.288631     1.701735     0.266587
  -80.000000   -80.000000   -80.000000    -0.248759     1.715730    -1.494065
  -80.000000   -80.000000   -40.000000    -0.147307     0.482382    -2.616307
  -80.000000   -80.000000     0.000000     0.322725    -1.141763    -2.907787
  -80.000000   -80.000000    40.000000     0.629782    -2.414714    -2.172268
  -80.000000   -80.000000    80.000000     0.597320    -3.037144    -0.665132
  -80.000000   -40.000000  -120.000000     0.180836    -0.613708    -0.163900
  -80.000000   -40.000000   -80.000000     0.240398    -1.860129    -1.532689
  -80.000000   -40.000000   -40.000000     0.756604    -3.388648    -1.670389
  -80.000000   -40.000000     0.000000     0.948028    -4.950340    -0.938717
  -80.000000   -40.000000    40.000000     1.018810    -5.399058     0.838860
  -80.000000   -40.000000    80.000000     0.897226    -4.865406     2.397413
  -80.000000     0.000000  -120.000000     0.564769    -2.784460     1.224882
  -80.000000     0.000000   -80.000000     0.949617    -4.254225     0.818554
  -80.000000     0.000000   -40.000000     0.980210    -5.674995     1.841933
  -80.000000     0.000000     0.000000     1.292463    -6.249031     3.309701
  -80.000000     0.000000    40.000000     1.047113    -5.903882     4.961236
  -80.000000     0.000000    80.000000     0.746760    -4.394653     5.867148
  -80.000000    40.000000  -120.000000     0.531962    -3.508238     3.419358
  -80.000000    40.000000   -80.000000     0.842104    -4.779124     4.400392
  -80.000000    40.000000   -40.000000     1.055502    -5.509522     5.888039
  -80.000000    40.000000     0.000000     0.909998    -4.923689     7.414130
  -80.000000    40.000000    40.000000     0.763013    -3.510606     8.282995
  -80.000000    40.000000    80.000000     0.422454    -1.646032     8.113013
  -80.000000    80.000000  -120.000000     0.570745    -2.612925     5.545124
  -80.000000    80.000000   -80.000000     0.519902    -3.047524     7.241079
  -80.000000    80.000000   -40.000000     0.560003    -2.559719     9.023173
  -80.000000    80.000000     0.000000     0.288368    -1.117164     9.733142
  -80.000000    80.000000    40.000000     0.009770     0.743042     9.532400
  -80.000000    80.000000    80.000000    -0.205781     1.657314     8.101796
  -40.000000  -120.000000  -120.000000    -2.524958     2.239869     2.123512
  -40.000000  -120.000000   -80.000000    -3.150421     2.905489     0.639007
  -40.000000  -120.000000   -40.000000    -3.178860     2.950182    -1.013808
  -40.000000  -120.000000     0.000000    -2.464389     2.248529    -2.311959
  -40.000000  -120.000000    40.000000    -1.282979     1.201514    -2.720460
  -40.000000  -120.000000    80.000000    -0.059236     0.133851    -1.658365
  -40.000000   -80.000000  -120.000000    -1.173622     1.208148     0.172729
  -40.000000   -80.000000   -80.000000    -1.181428     0.970564    -1.550720
  -40.000000   -80.000000   -40.000000    -0.413375     0.443978    -2.792767
  -40.000000   -80.000000     0.000000     0.793931    -0.792356    -2.929926
  -40.000000   -80.000000    40.000000     2.109535    -1.710057    -2.150520
  -40.000000   -80.000000    80.000000     2.348697    -2.053488    -0.736401
  -40.000000   -40.000000  -120.000000     0.488623    -0.528174    -0.122148
  -40.000000   -40.000000   -80.000000     1.474672    -0.999137    -1.310484
  -40.000000   -40.000000   -40.000000     2.815646    -2.084201    -1.810418
  -40.000000   -40.000000     0.000000     3.866078    -3.085303    -0.698438
  -40.000000   -40.000000    40.000000     4.286232    -3.615334     0.674330
  -40.000000   -40.000000    80.000000     3.940417    -3.231122     2.532657
  -40.000000     0.000000  -120.000000     2.252759    -1.675863     1.254122
  -40.000000     0.000000   -80.000000     3.509692    -2.792033     0.956757
  -40.000000     0.000000   -40.000000     4.556388    -3.714799     1.632930
  -40.000000     0.000000     0.000000     5.174378    -4.040820     3.221910
  -40.000000     0.000000    40.000000     4.633768    -3.833331     4.866761
  -40.000000     0.000000    80.000000     3.467918    -2.867726     5.752549
  -40.000000    40.000000  -120.000000     2.635595    -2.326442     3.603746
  -40.000000    40.000000   -80.000000     3.743071    -3.175615     4.429116
  -40.000000    40.000000   -40.000000     4.443303    -3.541843     5.866188
  -40.000000    40.000000     0.000000     3.899235    -3.030746     7.469066
  -40.000000    40.000000    40.000000     2.588656    -2.232653     8.294897
  -40.000000    40.000000    80.000000     1.418652    -1.142898     7.978787
  -40.000000    80.000000  -120.000000     2.119931    -1.554326     5.600016
  -40.000000    80.000000   -80.000000     2.441901    -1.959834     7.188135
  -40.000000    80.000000   -40.000000     1.941335    -1.576418     8.803709
  -40.000000    80.000000     0.000000     0.904129    -0.789410     9.722552
  -40.000000    80.000000    40.000000    -0.239991     0.258513     9.530246
  -40.000000    80.000000    80.000000    -1.361842     1.041471     8.236968
    0.000000  -120.000000  -120.000000    -3.339933     0.124165     1.966735
    0.000000  -120.000000   -80.000000    -4.179791     0.092044     0.636970
    0.000000  -120.000000   -40.000000    -4.385617    -0.071441    -0.970875
    0.000000  -120.000000     0.000000    -3.288253     0.051582    -2.397564
    0.000000  -120.000000    40.000000    -1.522354     0.101103    -2.652775
    0.000000  -120.000000    80.000000    -0.131318     0.054533    -1.705059
    0.000000   -80.000000  -120.000000    -1.544338     0.147550     0.158830
    0.000000   -80.000000   -80.000000    -1.647202     0.104246    -1.475777
    0.000000   -80.000000   -40.000000    -0.649345     0.184772    -2.774359
    0.000000   -80.000000     0.000000     1.124562     0.002025    -3.043464
    0.000000   -80.000000    40.000000     2.696248    -0.085423    -2.320926
    0.000000   -80.000000    80.000000     3.301248     0.010142    -0.632405
    0.000000   -40.000000  -120.000000     0.753402     0.006658     0.008465
    0.000000   -40.000000   -80.000000     1.879527     0.147636    -1.271452
    0.000000   -40.000000   -40.000000     3.665904     0.083800    -1.547399
    0.000000   -40.000000     0.000000     5.035495     0.040733    -0.792582
    0.000000   -40.000000    40.000000     5.654790     0.148270     0.893932
    0.000000   -40.000000    80.000000     4.891127    -0.007625     2.495732
    0.000000     0.000000  -120.000000     2.900416     0.080986     1.098882
    0.000000     0.000000   -80.000000     4.503811    -0.055964     0.898199
    0.000000     0.000000   -40.000000     5.893000     0.042204     1.625908
    0.000000     0.000000     0.000000     6.574285    -0.073182     3.214126
    0.000000     0.000000    40.000000     6.069089     0.124246     5.025679
    0.000000     0.000000    80.000000     4.424938    -0.047360     5.800814
    0.000000    40.000000  -120.000000     3.611248     0.169823     3.460313
    0.000000    40.000000   -80.000000     4.897075     0.023228     4.448465
    0.000000    40.000000   -40.000000     5.712504     0.059138     5.782273
    0.000000    40.000000     0.000000     5.023389     0.129712     7.600389
    0.000000    40.000000    40.000000     3.445962    -0.060244     8.251121
    0.000000    40.000000    80.000000     1.793244    -0.094647     8.229563
    0.000000    80.000000  -120.000000     2.583258    -0.052481     5.818622
    0.000000    80.000000   -80.000000     3.315231     0.071831     7.309673
    0.000000    80.000000   -40.000000     2.616856    -0.009823     8.849106
    0.000000    80.000000     0.000000     1.123529     0.160825     9.700447
    0.000000    80.000000    40.000000    -0.644106    -0.040264     9.393256
    0.000000    80.000000    80.000000    -1.458749     0.001421     8.154208
   40.000000  -120.000000  -120.000000    -2.364824    -2.101659     1.920635
   40.000000  -120.000000   -80.000000    -3.348859    -2.678691     0.836479
   40.000000  -120.000000   -40.000000    -3.197883    -2.747207    -1.010636
   40.000000  -120.000000     0.000000    -2.516849    -1.978009    -2.313588
   40.000000  -120.000000    40.000000    -1.049266    -1.032294    -2.549061
   40.000000  -120.000000    80.000000    -0.024260     0.070834    -1.776272
   40.000000   -80.000000  -120.000000    -1.285761    -0.873555     0.340576
   40.000000   -80.000000   -80.000000    -1.289564    -1.042125    -1.363866
   40.000000   -80.000000   -40.000000    -0.428560    -0.332373    -2.873400
   40.000000   -80.000000     0.000000     0.979825     0.652302    -2.902198
   40.000000   -80.000000    40.000000     2.019390     1.702624    -2.063675
   40.000000   -80.000000    80.000000     2.514604     2.228425    -0.613488
   40.000000   -40.000000  -120.000000     0.589644     0.531564     0.000369
   40.000000   -40.000000   -80.000000     1.480637     1.155083    -1.306989
   40.000000   -40.000000   -40.000000     2.727442     2.154936    -1.745383
   40.000000   -40.000000     0.000000     3.915536     3.199331    -0.697587
   40.000000   -40.000000    40.000000     4.304730     3.543550     0.635875
   40.000000   -40.000000    80.000000     3.781553     3.341965     2.238273
   40.000000     0.000000  -120.000000     2.183407     1.836115     1.278113
   40.000000     0.000000   -80.000000     3.311904     3.039943     0.953949
   40.000000     0.000000   -40.000000     4.646994     3.881057     1.599248
   40.000000     0.000000     0.000000     5.114563     4.134900     3.286141
   40.000000     0.000000    40.000000     4.599368     3.740255     5.045139
   40.000000     0.000000    80.000000     3.577301     2.862588     5.755933
   40.000000    40.000000  -120.000000     2.798003     2.349815     3.538302
   40.000000    40.000000   -80.000000     3.859854     3.307568     4.415683
   40.000000    40.000000   -40.000000     4.365728     3.549953     5.874486
   40.000000    40.000000     0.000000     3.874886     3.156000     7.599398
   40.000000    40.000000    40.000000     2.838238     2.431032     8.255317
   40.000000    40.000000    80.000000     1.579275     1.198002     8.037433
   40.000000    80.000000  -120.000000     2.130989     1.655294     5.562200
   40.000000    80.000000   -80.000000     2.388425     2.200404     7.139348
   40.000000    80.000000   -40.000000     1.913764     1.703399     8.842969
   40.000000    80.000000     0.000000     0.945201     0.894099     9.626661
   40.000000    80.000000    40.000000    -0.404628    -0.158368     9.549574
   40.000000    80.000000    80.000000    -1.180690    -0.994362     8.091731
   80.000000  -120.000000  -120.000000    -0.588042    -3.292518     2.030588
   80.000000  -120.000000   -80.000000    -0.744208    -4.129675     0.712136
   80.000000  -120.000000   -40.000000    -0.697233    -4.226521    -0.952824
   80.000000  -120.000000     0.000000    -0.575788    -3.109859    -2.355940
   80.000000  -120.000000    40.000000    -0.123303    -1.624942    -2.647941
   80.000000  -120.000000    80.000000     0.129433     0.076392    -1.732718
   80.000000   -80.000000  -120.000000    -0.202066    -1.528477     0.317967
   80.000000   -80.000000   -80.000000    -0.322059    -1.661280    -1.530994
   80.000000   -80.000000   -40.000000     0.063461    -0.595765    -2.849011
   80.000000   -80.000000     0.000000     0.325365     1.142105    -2.972943
   80.000000   -80.000000    40.000000     0.432396     2.708907    -2.327488
   80.000000   -80.000000    80.000000     0.470893     3.334028    -0.708738
   80.000000   -40.000000  -120.000000     0.220131     0.857506    -0.160806
